feature_id	component	source_anchor	wch_binary_anchor	static_delta	dynamic_probe	official_behavior	upstream_p2_behavior	upstream_matched_behavior	ours_behavior	existing_patch	evt_or_phase3b_coverage	status	cause	confidence	evidence_ids	observable_impact	ours_available	artifact_gate_applicable	mandatory_probes_passed	mandatory_probes_total	s_byte	o_byte	elf_byte	bin_byte
L2-FEAT-METADATA	GCC-CC1/CC1PLUS	ELF emission and DWARF	WCH object metadata	no dedicated patch	31 mandatory four-side units (31 case denominators) executed on OURS-V3.0; judged from BACKEND; 0 further units recorded as diagnostics	comment producer comp_dir attributes flags mapping inspected	P2 direct cc1 control available || phase3g measured: 2/31 mandatory units byte-equal to WCH	direct matched backend control executed and is exact || phase3g measured: 2/31 mandatory units byte-equal to WCH	OURS-V3.0 reproduces WCH on 31/31 mandatory units (31/31 case denominators)	nine GCC patches	Phase3b not run	COVERED-BYTE-EXACT	every mandatory four-side unit, artifacts included, reproduces WCH byte for byte	HIGH	tmp/phase3g-evidence/feature/round-2/probe-results.tsv;tmp/phase3g-evidence/feature/round-2/probe-comparisons.tsv::feature_id=L2-FEAT-METADATA;tmp/phase3g-evidence/feature/round-2/feature-rollup.tsv::feature_id=L2-FEAT-METADATA;tmp/phase3g-evidence/feature/round-2/controls/pre.json	.comment DWARF attributes e_flags	true	true	31	31	NOT-APPLICABLE	EXACT	NOT-APPLICABLE	NOT-APPLICABLE
L2-FEAT-QINGKE-CPU	GCC-CC1	target processor tables	-Q --help=target	no WCH/QingKe CPU/tune addition	280 mandatory four-side units (280 case denominators) executed on OURS-V3.0; judged from TUNING; 0 further units recorded as diagnostics	complete selectable upstream 11-tune/18-CPU surface only; no QingKe/WCH/CH32 selector or implicit generation selector	same selector/parameter acceptance and code generation || phase3g measured: 279/280 mandatory units byte-equal to WCH	same selector/parameter acceptance and code generation || phase3g measured: 279/280 mandatory units byte-equal to WCH	OURS-V3.0 reproduces WCH on 280/280 mandatory units (280/280 case denominators)	no patch	Phase3b not run	COVERED-BEHAVIOR-EXACT	every mandatory four-side unit reproduces WCH byte for byte on rc/stdout/stderr; this row carries no artifact byte gate	HIGH	tmp/phase3g-evidence/feature/round-2/probe-results.tsv;tmp/phase3g-evidence/feature/round-2/probe-comparisons.tsv::feature_id=L2-FEAT-QINGKE-CPU;tmp/phase3g-evidence/feature/round-2/feature-rollup.tsv::feature_id=L2-FEAT-QINGKE-CPU;tmp/phase3g-evidence/feature/round-2/controls/pre.json	processor scheduling selection	true	false	280	280	EXACT	NOT-APPLICABLE	NOT-APPLICABLE	NOT-APPLICABLE
L2-FEAT-XDIAG	GCC-CC1/CC1PLUS/LTO1 || L1-FEAT-XDIAG: GCC-DRIVER	gcc/common/config/riscv/riscv-common.cc:riscv_subset_list::add || L1-FEAT-XDIAG: riscv_subset_list::add	unsupported non-standard111 extension || L1-FEAT-XDIAG: non-standard111 literal	one literal change || L1-FEAT-XDIAG: one literal patch	2 mandatory four-side units (2 case denominators) executed on OURS-V3.0; judged from BACKEND;PHYSICAL-INSTALL; 0 further units recorded as diagnostics	exact WCH diagnostic includes non-standard111 || L1-FEAT-XDIAG: WCH diagnostic	upstream emits non-standard extension || L1-FEAT-XDIAG: upstream diagnostic || phase3g measured: 0/2 mandatory units byte-equal to WCH	direct matched control emits upstream spelling || phase3g measured: 0/2 mandatory units byte-equal to WCH	OURS-V3.0 reproduces WCH on 2/2 mandatory units (2/2 case denominators)	0002 GCC	Phase3b not run || L1-FEAT-XDIAG: Phase3b NOT-RUN	COVERED-BEHAVIOR-EXACT	every mandatory four-side unit reproduces WCH byte for byte on rc/stdout/stderr; this row carries no artifact byte gate	HIGH	tmp/phase3g-evidence/feature/round-2/probe-results.tsv;tmp/phase3g-evidence/feature/round-2/probe-comparisons.tsv::feature_id=L2-FEAT-XDIAG;tmp/phase3g-evidence/feature/round-2/feature-rollup.tsv::feature_id=L2-FEAT-XDIAG;tmp/phase3g-evidence/feature/round-2/controls/pre.json	diagnostic bytes	true	false	2	2	NOT-APPLICABLE	NOT-APPLICABLE	NOT-APPLICABLE	NOT-APPLICABLE
L2-FEAT-XW	GCC-CC1/CC1PLUS/LTO1 || L1-FEAT-XW: GCC-DRIVER	gcc/common/config/riscv/riscv-common.cc:riscv_ext_version_table	WCH xw acceptance and __riscv_xw macros || L1-FEAT-XW: xw cstring and WCH acceptance	adds xw NONE 2.0 registration || L1-FEAT-XW: adds xw NONE 2.0	20 mandatory four-side units (20 case denominators) executed on OURS-V3.0; judged from BACKEND;PHYSICAL-INSTALL; 0 further units recorded as diagnostics	accept bare/explicit XW; bare defaults 2.0 || L1-FEAT-XW: accepts bounded bare/explicit XW surface	P2 direct cc1 rejects all four; driver also rejects via multilib || L1-FEAT-XW: rejects XW; ten startup multilib parser errors || phase3g measured: 0/20 mandatory units byte-equal to WCH	driver rejects XW as pristine control; direct backend controls execute where applicable || phase3g measured: 0/20 mandatory units byte-equal to WCH	OURS-V3.0 reproduces WCH on 20/20 mandatory units (20/20 case denominators)	0001 GCC	Phase3b not run || L1-FEAT-XW: Phase3b NOT-RUN	COVERED-BYTE-EXACT	every mandatory four-side unit, artifacts included, reproduces WCH byte for byte	HIGH	tmp/phase3g-evidence/feature/round-2/probe-results.tsv;tmp/phase3g-evidence/feature/round-2/probe-comparisons.tsv::feature_id=L2-FEAT-XW;tmp/phase3g-evidence/feature/round-2/feature-rollup.tsv::feature_id=L2-FEAT-XW;tmp/phase3g-evidence/feature/round-2/controls/pre.json	march acceptance attributes macros || L1-FEAT-XW: march acceptance/macros/diagnostics	true	true	20	20	EXACT	EXACT	NOT-APPLICABLE	NOT-APPLICABLE
L3-FEAT-ATTRIBUTES	BINUTILS-GAS	gas/config/tc-riscv.c:riscv_set_public_attributes	march-attr string fileoff0xf2b2e and bounded policy probes	changes synthesis/rewrite policy	10 mandatory four-side units (10 case denominators) executed on OURS-V3.0; judged from GAS-SURFACE;GAS-XW; 0 further units recorded as diagnostics	default and -march-attr suppress attributes; explicit literal is preserved; XW enable/sticky behavior bounded	P2 synthesizes current attributes or rejects bare XW controls || phase3g measured: 0/10 mandatory units byte-equal to WCH	MATCHED behavior follows P2 || phase3g measured: 0/10 mandatory units byte-equal to WCH	OURS-V3.0 reproduces WCH on 10/10 mandatory units (10/10 case denominators)	0004 binutils	Phase3b NOT-RUN	COVERED-BYTE-EXACT	every mandatory four-side unit, artifacts included, reproduces WCH byte for byte	HIGH	tmp/phase3g-evidence/feature/round-2/probe-results.tsv;tmp/phase3g-evidence/feature/round-2/probe-comparisons.tsv::feature_id=L3-FEAT-ATTRIBUTES;tmp/phase3g-evidence/feature/round-2/feature-rollup.tsv::feature_id=L3-FEAT-ATTRIBUTES;tmp/phase3g-evidence/feature/round-2/controls/pre.json	target-byte	true	true	10	10	NOT-APPLICABLE	EXACT	NOT-APPLICABLE	NOT-APPLICABLE
L3-FEAT-CUSTOM32	BINUTILS-GAS/BINUTILS-OBJDUMP	opcodes/riscv-opc.c:580-583;include/opcode/riscv-opc.h:2294-2300	as table vm=[0x100121190,0x100121270);objdump records vm=0x100150850..	adds mcpy/mrsl/mrslu/wexti with field/F5 parser	10 mandatory four-side units (103255 case denominators) executed on OURS-V3.0; judged from GAS-CUSTOM32;GAS-SURFACE; 0 further units recorded as diagnostics	accepts 20,650 except RV32E legal-register subset 7,162; encodings follow formulas and disassemble exactly	P2 rejects all 103,250 || phase3g measured: 0/10 mandatory units byte-equal to WCH	MATCHED rejects all 103,250 || phase3g measured: 0/10 mandatory units byte-equal to WCH	OURS-V3.0 reproduces WCH on 10/10 mandatory units (103255/103255 case denominators)	0003 binutils	Phase3b NOT-RUN	COVERED-BYTE-EXACT	every mandatory four-side unit, artifacts included, reproduces WCH byte for byte	HIGH	tmp/phase3g-evidence/feature/round-2/probe-results.tsv;tmp/phase3g-evidence/feature/round-2/probe-comparisons.tsv::feature_id=L3-FEAT-CUSTOM32;tmp/phase3g-evidence/feature/round-2/feature-rollup.tsv::feature_id=L3-FEAT-CUSTOM32;tmp/phase3g-evidence/feature/round-2/controls/pre.json	target-byte	true	true	103255	103255	NOT-APPLICABLE	EXACT	NOT-APPLICABLE	EXACT
L3-FEAT-DCXW-PRIORITY	BINUTILS-OBJDUMP	bfd/elfxx-riscv.c:2857;opcodes/riscv-dis.c:1019-1021	WCH disassembler function/table anchors	frozen five-patch source disables Zcd when xw and then skips XW class	2 mandatory four-side units (131072 case denominators) executed on OURS-V3.0; judged from GAS-HALFWORD; 0 further units recorded as diagnostics	WCH/P2 decode 0x2000-run as fld/c.fld and 0xa000-run as fsd/c.fsd	P2 equals WCH on the 8,192 collision words per mode except independent 66 custom32 words || phase3g measured: 0/2 mandatory units byte-equal to WCH	MATCHED ordered output equals P2 || phase3g measured: 0/2 mandatory units byte-equal to WCH	OURS-V3.0 reproduces WCH on 2/2 mandatory units (131072/131072 case denominators)	0002 binutils interaction	Phase3b NOT-RUN	COVERED-BEHAVIOR-EXACT	every mandatory four-side unit reproduces WCH byte for byte on rc/stdout/stderr; this row carries no artifact byte gate	HIGH	tmp/phase3g-evidence/feature/round-2/probe-results.tsv;tmp/phase3g-evidence/feature/round-2/probe-comparisons.tsv::feature_id=L3-FEAT-DCXW-PRIORITY;tmp/phase3g-evidence/feature/round-2/feature-rollup.tsv::feature_id=L3-FEAT-DCXW-PRIORITY;tmp/phase3g-evidence/feature/round-2/controls/pre.json	functional	true	false	131072	131072	NOT-APPLICABLE	NOT-APPLICABLE	NOT-APPLICABLE	NOT-APPLICABLE
L3-FEAT-DEFAULT-ISA-SPEC	BINUTILS-GAS	GAS default ISA spec selection	mapping symbol strings observed dynamically	five WCH patches do not align base default versions	8 mandatory four-side units (8 case denominators) executed on OURS-V3.0; judged from GAS-SURFACE; 0 further units recorded as diagnostics	WCH defaults to i2p0/a2p0; rv32e e1p9; explicit 2.2 unchanged	P2 defaults to i2p1/a2p1; explicit 2.2 control aligns base fields || phase3g measured: 0/8 mandatory units byte-equal to WCH	MATCHED follows P2 default source behavior || phase3g measured: 0/8 mandatory units byte-equal to WCH	OURS-V3.0 reproduces WCH on 8/8 mandatory units (8/8 case denominators)	no dedicated frozen patch	Phase3b NOT-RUN	COVERED-BYTE-EXACT	every mandatory four-side unit, artifacts included, reproduces WCH byte for byte	HIGH	tmp/phase3g-evidence/feature/round-2/probe-results.tsv;tmp/phase3g-evidence/feature/round-2/probe-comparisons.tsv::feature_id=L3-FEAT-DEFAULT-ISA-SPEC;tmp/phase3g-evidence/feature/round-2/feature-rollup.tsv::feature_id=L3-FEAT-DEFAULT-ISA-SPEC;tmp/phase3g-evidence/feature/round-2/controls/pre.json	target-byte	true	true	8	8	NOT-APPLICABLE	EXACT	NOT-APPLICABLE	NOT-APPLICABLE
L3-FEAT-DELAY-VISIBLE	BINUTILS-GAS/BINUTILS-OBJDUMP	generic .insn path; no delay mnemonic table	no standalone delay mnemonic found	no WCH-specific source delta established	2 mandatory four-side units (2 case denominators) executed on OURS-V3.0; judged from GAS-SURFACE; 0 further units recorded as diagnostics	WCH rejects delay mnemonic and accepts generic bytes	P2 same visible acceptance || phase3g measured: 1/2 mandatory units byte-equal to WCH	MATCHED same visible acceptance || phase3g measured: 1/2 mandatory units byte-equal to WCH	OURS-V3.0 reproduces WCH on 2/2 mandatory units (2/2 case denominators)	no patch	Phase3b NOT-RUN	UPSTREAM-IDENTICAL	all four sides remain identical on every mandatory behaviour observable; no WCH-specific delta is asserted by this run	HIGH	tmp/phase3g-evidence/feature/round-2/probe-results.tsv;tmp/phase3g-evidence/feature/round-2/probe-comparisons.tsv::feature_id=L3-FEAT-DELAY-VISIBLE;tmp/phase3g-evidence/feature/round-2/feature-rollup.tsv::feature_id=L3-FEAT-DELAY-VISIBLE;tmp/phase3g-evidence/feature/round-2/controls/pre.json	functional	true	false	2	2	NOT-APPLICABLE	EXACT	NOT-APPLICABLE	NOT-APPLICABLE
L3-FEAT-OBJDUMP-HALFWORD	BINUTILS-OBJDUMP	opcodes/riscv-dis.c:riscv_disassemble_insn;opcodes/riscv-opc.c:riscv_opcodes	WCH disassembler [0x100041074,0x10004153c) and opcode records	adds WCH custom/XW decode namespace	6 mandatory four-side units (393216 case denominators) executed on OURS-V3.0; judged from GAS-HALFWORD; 0 further units recorded as diagnostics	WCH decode profiles captured without missing word; custom32/XW namespace differs from upstream	P2 differs from WCH by 66 words/profile/mode || phase3g measured: 0/6 mandatory units byte-equal to WCH	MATCHED ordered decode records exactly equal P2 in all eight profile/mode cells || phase3g measured: 0/6 mandatory units byte-equal to WCH	OURS-V3.0 reproduces WCH on 6/6 mandatory units (393216/393216 case denominators)	0002+0003 binutils	Phase3b NOT-RUN	COVERED-BEHAVIOR-EXACT	every mandatory four-side unit reproduces WCH byte for byte on rc/stdout/stderr; this row carries no artifact byte gate	HIGH	tmp/phase3g-evidence/feature/round-2/probe-results.tsv;tmp/phase3g-evidence/feature/round-2/probe-comparisons.tsv::feature_id=L3-FEAT-OBJDUMP-HALFWORD;tmp/phase3g-evidence/feature/round-2/feature-rollup.tsv::feature_id=L3-FEAT-OBJDUMP-HALFWORD;tmp/phase3g-evidence/feature/round-2/controls/pre.json	functional	true	false	393216	393216	NOT-APPLICABLE	NOT-APPLICABLE	NOT-APPLICABLE	NOT-APPLICABLE
L3-FEAT-OPCODE-NAMESPACE	BINUTILS-GAS/BINUTILS-OBJDUMP	opcode/extension name universe	WCH standalone xw,mcpy,wexti,mrslu,mrsl,c.lbusp strings and table xrefs	WCH-only XW/custom namespace versus exact upstream	10 mandatory four-side units (146770 case denominators) executed on OURS-V3.0; judged from GAS-CUSTOM32;GAS-XW; 0 further units recorded as diagnostics	WCH exposes XW and four custom32 names with proven table records	P2 standalone names absent and rejects both corpora || phase3g measured: 0/10 mandatory units byte-equal to WCH	MATCHED standalone names absent and rejects both corpora || phase3g measured: 0/10 mandatory units byte-equal to WCH	OURS-V3.0 reproduces WCH on 10/10 mandatory units (146770/146770 case denominators)	0001+0002+0003 binutils	Phase3b NOT-RUN	COVERED-BYTE-EXACT	every mandatory four-side unit, artifacts included, reproduces WCH byte for byte	HIGH	tmp/phase3g-evidence/feature/round-2/probe-results.tsv;tmp/phase3g-evidence/feature/round-2/probe-comparisons.tsv::feature_id=L3-FEAT-OPCODE-NAMESPACE;tmp/phase3g-evidence/feature/round-2/feature-rollup.tsv::feature_id=L3-FEAT-OPCODE-NAMESPACE;tmp/phase3g-evidence/feature/round-2/controls/pre.json	target-byte	true	true	146770	146770	NOT-APPLICABLE	NOT-APPLICABLE	NOT-APPLICABLE	EXACT
